time(sec),sum-all,sum-rcv,sum-trans,rcv-bytes,rcv-packets,rcv-errs,rcv-drop,rcv-fifo,rcv-frame,rcv-compressed,rcv-multicast,trans-bytes,trans-packets,trans-errs,trans-drop,trans-fifo,trans-colls,trans-carrier,trans-compressed
110.819,32274262726,16166830488,16107432238,16164916099,1914389,0,0,0,0,0,0,16105561909,1870329,0,0,0,0,0,0
111.826,32821240274,16442005216,16379235058,16440058239,1946977,0,0,0,0,0,0,16377333097,1901961,0,0,0,0,0,0
112.834,33233754888,16648285039,16585469849,16646313505,1971534,0,0,0,0,0,0,16583544001,1925848,0,0,0,0,0,0
113.841,33646257215,16854553498,16791703717,16852557582,1995916,0,0,0,0,0,0,16789753987,1949730,0,0,0,0,0,0
114.850,34245373156,17145411281,17099961875,17143381112,2030169,0,0,0,0,0,0,17097976564,1985311,0,0,0,0,0,0
115.856,34677503087,17370213574,17307289513,17368156875,2056699,0,0,0,0,0,0,17305280073,2009440,0,0,0,0,0,0
116.863,35090001186,17576477687,17513523499,17574396672,2081015,0,0,0,0,0,0,17511490181,2033318,0,0,0,0,0,0
117.871,35529182584,17795961182,17733221402,17793854241,2106941,0,0,0,0,0,0,17731162685,2058717,0,0,0,0,0,0
118.878,36121287219,18092158631,18029128588,18090016507,2142124,0,0,0,0,0,0,18027035279,2093309,0,0,0,0,0,0
119.886,36533791944,18298423409,18235368535,18296256960,2166449,0,0,0,0,0,0,18233251253,2117282,0,0,0,0,0,0
120.893,36946298814,18504701151,18441597663,18502510185,2190966,0,0,0,0,0,0,18439456571,2141092,0,0,0,0,0,0
121.900,37546628990,18795726361,18750902629,18793500775,2225586,0,0,0,0,0,0,18748725636,2176993,0,0,0,0,0,0
122.908,37977581610,19020391167,18957190443,19018138974,2252193,0,0,0,0,0,0,18954989532,2200911,0,0,0,0,0,0
123.914,38390088289,19226664238,19163424051,19224387595,2276643,0,0,0,0,0,0,19161199272,2224779,0,0,0,0,0,0
124.920,38802590635,19432942437,19369648198,19430641272,2301165,0,0,0,0,0,0,19367399685,2248513,0,0,0,0,0,0
125.928,39421337740,19742342192,19678995548,19740004524,2337668,0,0,0,0,0,0,19676711277,2284271,0,0,0,0,0,0
126.934,39833853207,19948630410,19885222797,19946268074,2362336,0,0,0,0,0,0,19882914750,2308047,0,0,0,0,0,0
127.941,40246358552,20154895763,20091462789,20152509088,2386675,0,0,0,0,0,0,20089130790,2331999,0,0,0,0,0,0
128.951,40770008978,20414183706,20355825272,20411766359,2417347,0,0,0,0,0,0,20353462612,2362660,0,0,0,0,0,0
129.958,41277643571,20670562570,20607081001,20668115004,2447566,0,0,0,0,0,0,20604689090,2391911,0,0,0,0,0,0
130.965,41690144314,20876813155,20813331159,20874341473,2471682,0,0,0,0,0,0,20810915142,2416017,0,0,0,0,0,0
131.973,42102664473,21083095253,21019569220,21080598980,2496273,0,0,0,0,0,0,21017129388,2439832,0,0,0,0,0,0
132.981,42721405377,21392501342,21328904035,21389968451,2532891,0,0,0,0,0,0,21326428498,2475537,0,0,0,0,0,0
133.988,43133902739,21598767304,21535135435,21596210061,2557243,0,0,0,0,0,0,21532636061,2499374,0,0,0,0,0,0
134.996,43546315759,21804980882,21741334877,21802399449,2581433,0,0,0,0,0,0,21738811533,2523344,0,0,0,0,0,0
