time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU0_L4,GPU0_L5
2.568150,0,0,0,0,0,0
2.570719,0,0,0,0,0,0
2.573217,0,0,0,0,0,0
2.576655,0,0,0,0,0,0
2.579206,0,0,0,0,0,0
2.581659,0,0,0,0,0,0
2.584140,0,0,0,0,0,0
2.586580,0,0,0,0,0,0
2.589053,0,0,0,0,0,0
2.591566,0,0,0,0,0,0
2.594156,0,0,0,0,0,0
2.598943,0,0,0,0,0,0
2.602533,0,0,0,0,0,0
2.606147,0,0,0,0,0,0
2.609754,0,0,0,0,0,0
2.613291,0,0,0,0,0,0
2.618885,0,0,0,0,0,0
